"table_number","table_title","column_name","row_identifier","exact_value","source_file","row_column_or_key","caveat"
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","control_density_norm","2023-03-04T09-59-00Z | 2023-03-05T09-59-00Z | 2023-03-06T09-59-00Z","output/CASE_MINDORO_RETRO_2023/forecast","pattern=control_density_norm_*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","control_density_norm","output/CASE_MINDORO_RETRO_2023/forecast","output/CASE_MINDORO_RETRO_2023/forecast","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","control_density_norm","Normalized deterministic control particle density.","output/CASE_MINDORO_RETRO_2023/forecast","pattern=control_density_norm_*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","prob_presence","ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","prob_presence","prob_presence_*T*.tif","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","prob_presence","4","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","prob_presence","2023-03-04T09-59-00Z | 2023-03-05T09-59-00Z | 2023-03-06 | 2023-03-06T09-59-00Z","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","prob_presence","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","prob_presence","prob_presence = fraction of ensemble members with oil presence.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","mask_p50","ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","mask_p50","mask_p50_*T*.tif","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","mask_p50","4","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","mask_p50","2023-03-04T09-59-00Z | 2023-03-05T09-59-00Z | 2023-03-06 | 2023-03-06T09-59-00Z","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","mask_p50","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","mask_p50","mask_p50 = probability >= 0.50.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","mask_p90","ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p90_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","mask_p90","mask_p90_*T*.tif","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p90_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","mask_p90","3","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p90_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","mask_p90","2023-03-04T09-59-00Z | 2023-03-05T09-59-00Z | 2023-03-06T09-59-00Z","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p90_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","mask_p90","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","mask_p90","mask_p90 = probability >= 0.90.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p90_*T*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","prob_presence_datecomposite","ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","prob_presence_datecomposite","prob_presence_*datecomposite.tif","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","prob_presence_datecomposite","1","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","prob_presence_datecomposite","2023-03-06","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","prob_presence_datecomposite","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","prob_presence_datecomposite","Per-date composite probability of any member presence.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=prob_presence_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","mask_p50_datecomposite","ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","mask_p50_datecomposite","mask_p50_*datecomposite.tif","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","mask_p50_datecomposite","1","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","mask_p50_datecomposite","2023-03-06","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","mask_p50_datecomposite","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","mask_p50_datecomposite","Per-date composite mask at probability >= 0.50.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=mask_p50_*datecomposite.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","ensemble_density_norm_support","ensemble_support","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=ensemble_density_norm_*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","ensemble_density_norm_support","ensemble_density_norm_*.tif","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=ensemble_density_norm_*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","ensemble_density_norm_support","3","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=ensemble_density_norm_*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","ensemble_density_norm_support","2023-03-04T09-59-00Z | 2023-03-05T09-59-00Z | 2023-03-06T09-59-00Z","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=ensemble_density_norm_*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","ensemble_density_norm_support","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","ensemble_density_norm_support","Support-only ensemble density surface; not one of the named thesis probability products.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=ensemble_density_norm_*.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","member_presence_support","ensemble_support","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*_presence.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","member_presence_support","member_*_presence.tif","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*_presence.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","member_presence_support","0","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*_presence.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","member_presence_support","","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*_presence.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","member_presence_support","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","member_presence_support","Per-member support masks; support inventory only.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*_presence.tif",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","product_group","member_netcdf_support","ensemble_support","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*.nc",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","representative_pattern_or_file","member_netcdf_support","member_*.nc","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*.nc",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","stored_file_count","member_netcdf_support","50","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*.nc",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","valid_times_or_dates","member_netcdf_support","","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*.nc",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","exact_directory","member_netcdf_support","output/CASE_MINDORO_RETRO_2023/ensemble","output/CASE_MINDORO_RETRO_2023/ensemble","directory listing",""
"Table 5.4","Phase 2 deterministic and ensemble product inventory","semantics","member_netcdf_support","Per-member trajectory NetCDF files; support inventory only.","output/CASE_MINDORO_RETRO_2023/ensemble","pattern=member_*.nc",""
"Table 5.5","Mindoro B1 primary public-validation FSS results","fss_1km","B1 March 13 -> March 14","0.0","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_fss_by_window.csv","branch_id=R1_previous, window_km=1","Shared-imagery caveat must stay with this row."
"Table 5.5","Mindoro B1 primary public-validation FSS results","fss_3km","B1 March 13 -> March 14","0.04410084397715486","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_fss_by_window.csv","branch_id=R1_previous, window_km=3","Shared-imagery caveat must stay with this row."
"Table 5.5","Mindoro B1 primary public-validation FSS results","fss_5km","B1 March 13 -> March 14","0.13713343304839443","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_fss_by_window.csv","branch_id=R1_previous, window_km=5","Shared-imagery caveat must stay with this row."
"Table 5.5","Mindoro B1 primary public-validation FSS results","fss_10km","B1 March 13 -> March 14","0.2489511001092829","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_fss_by_window.csv","branch_id=R1_previous, window_km=10","Shared-imagery caveat must stay with this row."
"Table 5.5","Mindoro B1 primary public-validation FSS results","forecast_product","B1 March 13 -> March 14","mask_p50_2023-03-14_localdate.tif","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_summary.csv","branch_id=R1_previous, column=forecast_product","Promoted B1 row only."
"Table 5.5","Mindoro B1 primary public-validation FSS results","observation_mask","B1 March 13 -> March 14","10b37c42a9754363a5f7b14199b077e6.tif","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_summary.csv","branch_id=R1_previous, column=observation_product","Promoted B1 row only."
"Table 5.5","Mindoro B1 primary public-validation FSS results","mean_fss","B1 March 13 -> March 14","0.10754634428370805","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_summary.csv","branch_id=R1_previous, column=mean_fss","Shared-imagery caveat must stay with this row."
"Table 5.5","Mindoro B1 primary public-validation FSS results","centroid_distance_m","B1 March 13 -> March 14","7358.1573331128075","output/Phase 3B March13-14 Final Output/summary/opendrift_primary/march13_14_reinit_summary.csv","branch_id=R1_previous, column=centroid_distance_m",""
"Table 5.6","Mindoro Track A comparator support results","fss_1km","R1_previous_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=fss_1km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_3km","R1_previous_reinit_p50","0.04410084397715486","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=fss_3km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_5km","R1_previous_reinit_p50","0.13713343304839443","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=fss_5km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_10km","R1_previous_reinit_p50","0.2489511001092829","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=fss_10km","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","centroid_distance_m","R1_previous_reinit_p50","7358.1573331128075","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=centroid_distance_m","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","area_ratio_forecast_to_obs","R1_previous_reinit_p50","0.22727272727272727","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=area_ratio_forecast_to_obs","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","iou","R1_previous_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=iou","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","dice","R1_previous_reinit_p50","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=dice","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","model_name","R1_previous_reinit_p50","OpenDrift R1 previous reinit p50","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=model_name","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","forecast_product","R1_previous_reinit_p50","mask_p50_2023-03-14_localdate.tif","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=R1_previous_reinit_p50, column=forecast_product","Track A is comparator support only; PyGNOME is never truth."
"Table 5.6","Mindoro Track A comparator support results","fss_1km","pygnome_reinit_deterministic","0.0","output/Phase 3B March13-14 Final Output/summary/comparator_pygnome/march13_14_reinit_crossmodel_model_ranking.csv","track_id=pygnome_reinit_deterministic, column=fss_1km","Track A is comparator support only; PyGNOME is never truth."
